,XMEAS1,XMEAS2,XMEAS3,XMEAS4,XMEAS5,XMEAS6,XMEAS7,XMEAS8,XMEAS9,XMEAS10,XMEAS11,XMEAS12,XMEAS13,XMEAS14,XMEAS15,XMEAS16,XMEAS17,XMEAS18,XMEAS19,XMEAS20,XMEAS21,XMEAS22,XMEAS23,XMEAS24,XMEAS25,XMEAS26,XMEAS27,XMEAS28,XMEAS29,XMEAS30,XMEAS31,XMEAS32,XMEAS33,XMEAS34,XMEAS35,XMEAS36,XMEAS37,XMEAS38,XMEAS39,XMEAS40,XMEAS41
169,0.3463,3638.6,4547.0,9.2882,27.145,42.401,2747.7,75.205,120.42,0.30949,80.23,49.37,2673.8,23.814,49.439,3159.2,22.404,65.756,225.51,330.94,94.946,77.216,30.631,8.7222,28.352,7.1357,18.233,1.6771,31.149,13.699,25.719,1.4201,18.552,2.2392,4.7914,2.3253,0.0098322,0.84457,0.089847,52.926,43.636
170,0.40789,3599.6,4579.8,9.3972,27.305,42.327,2751.7,74.667,120.37,0.31408,79.857,49.591,2677.2,24.787,51.401,3165.1,23.139,65.614,228.03,330.09,95.036,77.166,30.397,8.9648,28.059,7.1492,18.451,1.609,30.563,13.758,26.355,1.3481,18.363,2.2723,4.8408,2.2717,0.019333,0.82788,0.11295,53.996,45.045
171,0.40807,3579.9,4548.4,9.4084,27.083,42.022,2758.5,73.996,120.41,0.31566,79.691,49.462,2685.3,24.689,49.176,3170.3,22.759,65.509,229.73,330.28,94.998,77.141,30.397,8.9648,28.059,7.1492,18.451,1.609,30.563,13.758,26.355,1.3481,18.363,2.2723,4.8408,2.2717,0.019333,0.82788,0.11295,53.996,45.045
172,0.44892,3582.4,4534.6,9.3514,27.177,42.197,2766.4,76.601,120.38,0.31901,79.671,47.57,2692.6,25.241,49.634,3179.5,22.598,65.418,228.71,330.13,95.149,77.205,30.305,8.8391,28.218,6.8744,18.65,1.6386,30.058,13.555,27.016,1.3565,18.532,2.2206,4.8045,2.2659,0.019333,0.82788,0.11295,53.996,45.045
173,0.44912,3582.9,4572.9,9.3019,26.961,42.5,2773.1,75.147,120.42,0.31893,79.514,49.968,2698.7,24.629,48.481,3185.6,23.602,65.377,232.77,329.86,95.068,77.159,30.305,8.8391,28.218,6.8744,18.65,1.6386,30.058,13.555,27.016,1.3565,18.532,2.2206,4.8045,2.2659,0.019333,0.82788,0.11295,53.996,45.045
174,0.47657,3665.2,4508.0,9.406,26.731,42.432,2780.3,76.258,120.43,0.29649,79.401,50.473,2707.3,25.795,49.504,3194.1,23.429,65.265,229.97,330.05,94.989,77.115,29.506,8.8395,28.921,6.77,18.897,1.6283,29.636,13.725,27.939,1.2158,18.697,2.2366,4.6979,2.2369,0.019333,0.82788,0.11295,53.996,45.045
175,0.47805,3627.6,4567.3,9.3066,26.854,42.227,2786.3,75.711,120.45,0.29815,79.292,49.733,2713.1,25.224,49.19,3201.5,23.143,65.191,231.14,329.98,94.927,77.203,29.506,8.8395,28.921,6.77,18.897,1.6283,29.636,13.725,27.939,1.2158,18.697,2.2366,4.6979,2.2369,0.014559,0.83298,0.087573,54.044,43.008
176,0.57794,3660.7,4563.5,9.2025,26.817,42.33,2793.5,76.517,120.4,0.31229,79.256,48.771,2719.7,25.83,49.912,3208.8,22.465,65.117,232.81,330.03,94.682,77.196,29.866,8.7906,28.728,6.505,18.93,1.6062,30.091,13.7,27.7,1.3041,18.499,2.232,4.666,2.228,0.014559,0.83298,0.087573,54.044,43.008
177,0.57702,3661.5,4485.3,9.329,26.855,42.567,2797.3,76.055,120.44,0.31566,79.171,49.869,2724.1,24.21,47.721,3212.5,22.488,65.078,232.86,330.07,94.648,76.64,29.866,8.7906,28.728,6.505,18.93,1.6062,30.091,13.7,27.7,1.3041,18.499,2.232,4.666,2.228,0.014559,0.83298,0.087573,54.044,43.008
178,0.57061,3759.7,4534.4,9.2259,26.693,42.36,2797.6,76.43,120.42,0.31122,78.753,50.457,2724.6,22.4,49.717,3213.5,22.281,64.979,230.81,330.56,94.558,76.7,29.49,8.487,29.751,6.7302,18.636,1.6105,29.065,13.467,28.542,1.0506,18.801,2.1781,4.5845,2.2183,0.014559,0.83298,0.087573,54.044,43.008
179,0.56914,3736.9,4525.1,9.1526,27.129,42.32,2797.9,76.123,120.43,0.31122,78.57,51.444,2723.6,26.487,49.652,3214.2,22.964,64.867,231.93,329.84,94.503,76.385,29.49,8.487,29.751,6.7302,18.636,1.6105,29.065,13.467,28.542,1.0506,18.801,2.1781,4.5845,2.2183,0.014559,0.83298,0.087573,54.044,43.008
180,0.63317,3674.0,4532.7,9.1775,27.112,43.017,2799.6,76.005,120.39,0.28541,78.401,49.703,2725.6,26.338,50.091,3216.3,23.175,64.741,232.97,330.01,94.481,76.408,29.194,8.6604,30.056,6.7729,18.352,1.5642,28.96,13.576,29.379,1.2141,18.093,2.1725,4.6124,2.1837,0.022953,0.86798,0.10831,53.36,43.931
181,0.63144,3691.8,4530.3,9.156,27.07,42.649,2804.1,76.539,120.4,0.28455,78.267,49.792,2730.7,25.828,51.367,3216.7,23.986,64.651,232.32,330.43,94.713,76.267,29.194,8.6604,30.056,6.7729,18.352,1.5642,28.96,13.576,29.379,1.2141,18.093,2.1725,4.6124,2.1837,0.022953,0.86798,0.10831,53.36,43.931
182,0.6889,3700.4,4604.5,9.0819,26.838,42.456,2808.2,76.082,120.4,0.29354,78.307,51.702,2735.5,25.985,50.355,3221.2,23.229,64.581,235.54,330.83,94.466,76.546,29.135,8.5869,29.959,7.073,18.436,1.5925,29.297,13.355,28.951,1.2505,18.156,2.208,4.4185,2.0793,0.022953,0.86798,0.10831,53.36,43.931
183,0.68984,3689.0,4555.8,9.0371,26.737,42.599,2813.8,75.906,120.41,0.29718,78.522,50.811,2739.2,25.775,50.052,3227.7,22.699,64.58,234.11,330.35,94.63,76.737,29.135,8.5869,29.959,7.073,18.436,1.5925,29.297,13.355,28.951,1.2505,18.156,2.208,4.4185,2.0793,0.022953,0.86798,0.10831,53.36,43.931
184,0.72589,3610.4,4567.8,9.0073,27.464,42.264,2815.6,75.941,120.39,0.27001,78.372,48.296,2741.8,24.38,49.279,3229.3,23.604,64.63,233.81,330.61,94.504,76.456,29.755,8.4887,30.0,6.8631,18.803,1.6264,29.305,13.501,28.935,1.3613,18.049,2.1996,4.4141,2.02,0.022953,0.86798,0.10831,53.36,43.931
185,0.72773,3617.7,4562.9,8.9583,26.99,42.139,2817.9,76.4,120.39,0.26795,78.126,48.097,2744.5,25.274,49.721,3229.5,22.88,64.626,236.37,331.51,94.898,76.014,29.755,8.4887,30.0,6.8631,18.803,1.6264,29.305,13.501,28.935,1.3613,18.049,2.1996,4.4141,2.02,0.02814,0.89652,0.094405,53.216,44.185
186,0.69317,3687.6,4500.4,8.8873,26.671,42.33,2816.9,77.3,120.39,0.28331,77.893,49.615,2744.2,26.505,50.093,3228.6,22.616,64.59,237.87,331.82,94.616,76.109,29.605,8.829,30.163,6.7561,18.759,1.5867,29.294,13.45,29.386,1.2192,18.091,2.1304,4.4339,2.0748,0.02814,0.89652,0.094405,53.216,44.185
187,0.69275,3651.1,4518.6,8.8822,26.605,42.524,2816.8,76.65,120.39,0.28329,77.735,50.892,2744.4,24.559,48.308,3227.3,22.749,64.536,238.48,331.72,94.872,75.971,29.605,8.829,30.163,6.7561,18.759,1.5867,29.294,13.45,29.386,1.2192,18.091,2.1304,4.4339,2.0748,0.02814,0.89652,0.094405,53.216,44.185
188,0.73359,3667.2,4511.8,8.8107,26.694,41.838,2819.1,77.385,120.41,0.27725,77.79,49.672,2746.1,25.233,49.988,3228.7,23.888,64.522,239.48,331.81,94.571,76.316,29.588,8.483,30.082,6.9781,18.65,1.5696,28.82,13.325,29.923,1.1213,17.584,2.1745,4.3195,2.0552,0.02814,0.89652,0.094405,53.216,44.185
189,0.73626,3712.5,4513.6,8.7125,26.763,42.174,2820.5,78.121,120.39,0.27528,77.94,49.356,2748.1,24.652,49.323,3228.7,21.43,64.58,242.25,331.8,94.66,76.354,29.588,8.483,30.082,6.9781,18.65,1.5696,28.82,13.325,29.923,1.1213,17.584,2.1745,4.3195,2.0552,0.02814,0.89652,0.094405,53.216,44.185
190,0.76357,3616.7,4546.9,8.7485,26.89,42.091,2817.1,77.684,120.38,0.25835,77.757,49.956,2743.4,24.273,50.44,3227.0,22.795,64.69,243.42,331.79,94.708,75.982,29.413,8.6976,29.873,6.8157,18.641,1.5575,29.012,13.503,29.442,1.2277,18.401,2.1249,4.3909,2.0362,0.023585,0.9056,0.1037,54.324,43.708
191,0.76469,3608.0,4522.7,8.7251,26.779,42.385,2814.4,75.895,120.38,0.25773,77.511,50.014,2741.1,22.448,48.374,3224.5,22.303,64.702,246.17,331.25,94.911,75.605,29.413,8.6976,29.873,6.8157,18.641,1.5575,29.012,13.503,29.442,1.2277,18.401,2.1249,4.3909,2.0362,0.023585,0.9056,0.1037,54.324,43.708
192,0.80721,3704.1,4552.4,8.6531,26.689,42.133,2815.1,77.487,120.37,0.27548,77.462,50.685,2741.7,25.676,50.482,3223.1,22.436,64.739,249.76,331.64,94.795,75.727,29.199,8.6888,30.474,6.8275,18.779,1.5891,28.59,13.199,29.906,1.2346,18.135,2.1042,4.3468,2.0585,0.023585,0.9056,0.1037,54.324,43.708
193,0.80915,3663.3,4551.2,8.6778,27.061,42.427,2812.9,77.597,120.38,0.27352,77.488,49.228,2740.7,25.363,51.686,3221.6,23.168,64.778,254.02,331.42,94.842,75.737,29.199,8.6888,30.474,6.8275,18.779,1.5891,28.59,13.199,29.906,1.2346,18.135,2.1042,4.3468,2.0585,0.023585,0.9056,0.1037,54.324,43.708
194,0.85982,3703.4,4525.2,8.5873,26.92,42.409,2814.3,78.238,120.41,0.23875,77.69,50.445,2742.0,24.447,50.013,3221.5,22.442,64.898,253.96,332.02,94.687,75.914,29.62,8.7745,29.996,6.8595,18.439,1.5308,28.868,13.476,29.627,0.99313,18.422,2.173,4.2966,2.0007,0.023585,0.9056,0.1037,54.324,43.708
195,0.85952,3667.3,4550.2,8.511,26.918,42.149,2813.0,76.648,120.39,0.23951,77.71,49.714,2740.4,25.826,47.522,3220.6,22.737,65.061,256.24,331.4,94.665,75.806,29.62,8.7745,29.996,6.8595,18.439,1.5308,28.868,13.476,29.627,0.99313,18.422,2.173,4.2966,2.0007,0.027442,0.93736,0.12716,54.484,43.426
196,0.84879,3659.9,4570.4,8.462,26.966,41.968,2808.7,77.641,120.4,0.26812,77.613,47.666,2736.3,24.821,50.187,3217.2,22.396,65.165,258.9,331.71,94.737,75.623,29.368,8.5141,30.233,6.8987,18.985,1.597,29.069,13.315,30.336,1.181,18.341,2.1285,4.2185,2.1459,0.027442,0.93736,0.12716,54.484,43.426
197,0.84798,3681.1,4579.3,8.5232,27.3,42.559,2805.2,78.686,120.41,0.26653,77.622,50.036,2732.4,24.87,50.296,3211.5,22.836,65.329,260.43,331.56,94.771,75.431,29.368,8.5141,30.233,6.8987,18.985,1.597,29.069,13.315,30.336,1.181,18.341,2.1285,4.2185,2.1459,0.027442,0.93736,0.12716,54.484,43.426
198,0.90098,3653.5,4524.5,8.49,26.807,41.868,2799.5,78.253,120.38,0.24505,77.433,51.533,2726.3,25.117,48.577,3207.0,22.245,65.408,263.54,331.6,94.857,75.387,29.593,8.6916,29.797,6.7846,18.754,1.5542,29.022,13.384,29.448,1.2597,18.482,2.0878,4.3548,1.9834,0.027442,0.93736,0.12716,54.484,43.426
199,0.89933,3630.4,4464.3,8.4951,26.889,42.031,2795.5,77.601,120.43,0.2412,77.362,49.015,2722.1,25.885,50.317,3202.0,22.332,65.448,267.48,331.06,94.922,75.31,29.593,8.6916,29.797,6.7846,18.754,1.5542,29.022,13.384,29.448,1.2597,18.482,2.0878,4.3548,1.9834,0.027442,0.93736,0.12716,54.484,43.426
200,0.90705,3698.6,4557.9,8.312,27.094,41.865,2792.1,78.11,120.39,0.24961,77.517,49.548,2719.6,23.803,51.568,3199.8,21.933,65.564,269.78,331.34,94.758,75.466,29.654,8.6373,29.925,6.9928,18.784,1.6268,28.966,13.625,29.138,1.384,18.362,2.1349,4.3239,2.0746,0.020189,0.96287,0.10915,53.648,44.186
201,0.90511,3684.0,4523.8,8.3882,26.736,41.914,2788.6,78.055,120.4,0.2511,77.598,48.551,2715.1,26.478,50.745,3195.3,23.502,65.742,276.2,330.85,94.887,75.394,29.654,8.6373,29.925,6.9928,18.784,1.6268,28.966,13.625,29.138,1.384,18.362,2.1349,4.3239,2.0746,0.020189,0.96287,0.10915,53.648,44.186
202,0.92693,3617.9,4550.0,8.396,26.848,41.873,2783.5,78.84,120.4,0.27569,77.702,51.449,2710.7,25.458,50.995,3189.6,23.539,65.93,279.72,330.7,94.814,75.531,29.906,8.6292,29.042,7.1784,18.96,1.5936,29.3,13.613,28.987,1.2707,18.518,2.1401,4.3213,1.9117,0.020189,0.96287,0.10915,53.648,44.186
203,0.92871,3609.1,4595.5,8.3555,26.886,42.435,2779.3,78.222,120.38,0.27547,77.854,49.423,2706.4,25.207,50.979,3185.3,23.071,66.169,283.71,330.58,95.023,75.837,29.906,8.6292,29.042,7.1784,18.96,1.5936,29.3,13.613,28.987,1.2707,18.518,2.1401,4.3213,1.9117,0.020189,0.96287,0.10915,53.648,44.186
204,0.92881,3594.3,4509.2,8.1481,27.25,42.291,2773.5,78.36,120.37,0.27064,77.893,50.589,2699.4,24.187,51.423,3179.4,24.044,66.389,284.61,330.54,95.137,75.277,29.815,8.8701,29.598,7.0115,18.703,1.5736,29.427,13.687,28.616,1.5539,18.736,2.1464,4.2405,2.0489,0.020189,0.96287,0.10915,53.648,44.186
205,0.92739,3592.3,4505.3,8.3036,26.694,42.687,2766.6,76.966,120.36,0.27131,77.803,48.609,2693.7,24.234,51.07,3173.4,22.251,66.561,289.22,330.68,95.304,75.441,29.815,8.8701,29.598,7.0115,18.703,1.5736,29.427,13.687,28.616,1.5539,18.736,2.1464,4.2405,2.0489,0.023646,1.0082,0.12483,53.363,43.684
206,0.96317,3620.0,4572.1,8.2794,27.093,42.019,2763.9,77.585,120.41,0.27727,77.872,50.691,2689.8,26.614,48.426,3171.1,22.293,66.754,293.17,330.38,95.259,75.623,30.168,8.7991,29.072,7.1076,19.228,1.5881,29.432,13.626,28.689,1.2918,18.869,2.1008,4.3469,2.035,0.023646,1.0082,0.12483,53.363,43.684
207,0.95918,3585.3,4568.5,8.1947,26.517,41.978,2761.6,77.457,120.39,0.27612,78.169,50.866,2688.7,25.243,51.104,3166.5,23.401,66.953,298.94,330.03,95.096,76.093,30.168,8.7991,29.072,7.1076,19.228,1.5881,29.432,13.626,28.689,1.2918,18.869,2.1008,4.3469,2.035,0.023646,1.0082,0.12483,53.363,43.684
208,0.95086,3590.1,4465.0,8.3178,26.87,41.821,2758.1,77.48,120.4,0.27056,78.444,50.323,2685.0,25.033,50.621,3164.2,23.482,67.268,300.33,330.14,95.128,75.912,30.114,8.8399,28.605,6.8522,19.607,1.5847,29.208,13.698,27.574,1.4814,18.984,2.0963,4.3349,1.9969,0.023646,1.0082,0.12483,53.363,43.684
209,0.95107,3593.4,4517.7,8.0744,26.86,42.081,2750.1,78.077,120.38,0.27218,78.369,50.325,2676.6,25.608,50.345,3158.1,23.02,67.532,304.61,329.79,95.264,75.565,30.114,8.8399,28.605,6.8522,19.607,1.5847,29.208,13.698,27.574,1.4814,18.984,2.0963,4.3349,1.9969,0.023646,1.0082,0.12483,53.363,43.684
210,0.97728,3652.3,4460.9,8.3056,26.652,42.239,2745.0,77.435,120.41,0.27908,78.432,50.954,2671.7,25.116,51.021,3151.7,22.891,67.785,310.89,330.09,95.101,75.524,30.401,8.9625,28.147,6.8039,19.252,1.6266,29.753,13.885,27.443,1.2775,18.72,2.1726,4.4162,2.1648,0.015803,1.0125,0.090028,54.672,44.117
211,0.97379,3655.8,4415.5,8.1855,26.653,42.373,2737.6,77.584,120.41,0.27826,78.443,50.332,2662.8,26.169,50.496,3145.9,23.45,68.047,316.73,328.95,95.141,75.728,30.401,8.9625,28.147,6.8039,19.252,1.6266,29.753,13.885,27.443,1.2775,18.72,2.1726,4.4162,2.1648,0.015803,1.0125,0.090028,54.672,44.117
212,0.96776,3678.6,4494.6,8.1618,26.808,41.991,2732.3,76.981,120.42,0.29798,78.624,48.129,2658.1,25.291,50.737,3139.5,22.569,68.302,320.49,329.32,95.082,75.776,29.997,8.9133,28.21,6.9445,19.183,1.642,29.966,13.903,27.025,1.3305,18.96,2.2051,4.5539,2.2533,0.015803,1.0125,0.090028,54.672,44.117
213,0.96738,3660.1,4455.7,8.1566,26.852,42.014,2724.6,77.404,120.4,0.29412,78.736,50.486,2650.8,23.871,50.881,3132.9,22.658,68.607,328.49,329.22,95.082,75.87,29.997,8.9133,28.21,6.9445,19.183,1.642,29.966,13.903,27.025,1.3305,18.96,2.2051,4.5539,2.2533,0.015803,1.0125,0.090028,54.672,44.117
214,0.99143,3628.1,4468.0,8.1317,26.543,41.95,2717.2,77.193,120.39,0.29815,78.725,50.31,2642.8,24.941,48.332,3126.5,23.269,68.86,332.73,328.25,95.133,75.266,30.48,8.9417,27.315,6.8744,19.497,1.578,29.977,13.953,26.888,1.4167,19.192,2.2302,4.4996,2.101,0.015803,1.0125,0.090028,54.672,44.117
215,0.99185,3601.6,4498.4,8.2553,26.895,42.153,2711.2,77.302,120.38,0.30101,78.725,49.326,2636.5,24.279,51.366,3120.0,23.644,69.046,336.02,328.31,95.23,75.888,30.48,8.9417,27.315,6.8744,19.497,1.578,29.977,13.953,26.888,1.4167,19.192,2.2302,4.4996,2.101,0.030621,1.0064,0.10861,53.938,43.818
216,0.96748,3680.5,4441.4,8.2805,27.073,42.367,2707.7,76.639,120.4,0.30248,79.133,51.107,2633.9,26.458,50.428,3115.5,22.522,69.349,344.76,327.74,95.169,76.108,30.121,8.9554,27.347,7.064,19.551,1.6251,30.431,13.865,26.096,1.4324,19.331,2.2132,4.4515,2.1978,0.030621,1.0064,0.10861,53.938,43.818
217,0.96468,3674.1,4395.3,8.2323,26.692,41.899,2702.1,76.56,120.42,0.30341,79.357,50.006,2627.2,25.245,52.18,3112.7,23.55,69.661,348.54,326.97,95.126,75.996,30.121,8.9554,27.347,7.064,19.551,1.6251,30.431,13.865,26.096,1.4324,19.331,2.2132,4.4515,2.1978,0.030621,1.0064,0.10861,53.938,43.818
218,0.99076,3595.5,4392.5,8.2064,26.984,41.972,2699.6,76.719,120.38,0.29505,79.662,49.564,2625.0,25.97,49.358,3108.8,23.801,70.028,351.32,327.27,95.255,76.441,30.519,8.8057,26.987,6.8884,20.164,1.6839,30.563,13.945,25.938,1.3568,19.913,2.2191,4.5347,2.2137,0.030621,1.0064,0.10861,53.938,43.818
219,0.99301,3568.9,4466.1,8.304,27.028,42.17,2695.3,77.375,120.43,0.293,79.725,51.434,2621.4,25.179,49.735,3104.2,23.166,70.37,353.64,327.25,95.19,75.893,30.519,8.8057,26.987,6.8884,20.164,1.6839,30.563,13.945,25.938,1.3568,19.913,2.2191,4.5347,2.2137,0.030621,1.0064,0.10861,53.938,43.818
220,0.97262,3617.9,4402.5,8.2448,26.583,42.354,2687.7,75.955,120.35,0.30186,79.588,50.183,2612.9,25.95,49.001,3099.2,22.151,70.603,361.55,326.41,95.277,75.884,30.435,8.9492,27.018,6.9097,20.048,1.6773,30.609,14.087,25.164,1.412,20.414,2.2568,4.6364,2.2369,0.025012,1.0148,0.11702,53.463,43.626
221,0.97296,3640.3,4375.2,8.1312,26.955,41.99,2684.2,75.86,120.45,0.30178,79.715,50.566,2609.9,25.067,49.777,3093.7,22.751,70.793,363.19,326.86,95.131,76.319,30.435,8.9492,27.018,6.9097,20.048,1.6773,30.609,14.087,25.164,1.412,20.414,2.2568,4.6364,2.2369,0.025012,1.0148,0.11702,53.463,43.626
222,0.99367,3631.0,4347.3,8.2099,26.896,41.846,2681.2,76.041,120.39,0.3207,79.999,51.137,2606.7,24.729,50.336,3090.8,23.644,71.083,370.62,326.75,95.202,76.502,31.075,9.2444,26.796,6.9217,19.611,1.6378,30.98,14.242,24.466,1.3859,20.293,2.3037,4.6847,2.2714,0.025012,1.0148,0.11702,53.463,43.626
223,0.99424,3657.8,4369.9,8.2885,26.581,42.336,2676.1,76.425,120.4,0.3192,80.114,50.485,2602.2,27.221,51.452,3086.8,22.764,71.37,374.0,326.65,95.129,76.436,31.075,9.2444,26.796,6.9217,19.611,1.6378,30.98,14.242,24.466,1.3859,20.293,2.3037,4.6847,2.2714,0.025012,1.0148,0.11702,53.463,43.626
224,0.94763,3660.4,4394.6,8.342,27.039,42.173,2669.6,75.504,120.41,0.33917,80.079,50.2,2594.7,24.762,49.238,3080.9,22.866,71.643,378.7,326.16,95.325,76.303,30.83,9.0898,25.959,6.8836,20.076,1.6614,31.062,14.222,24.188,1.304,20.031,2.2321,4.764,2.2573,0.025012,1.0148,0.11702,53.463,43.626
225,0.95036,3638.1,4362.4,8.2964,27.043,42.21,2666.9,75.628,120.39,0.3408,80.184,49.948,2592.1,24.835,50.876,3075.7,23.279,71.846,383.34,326.67,95.144,76.452,30.83,9.0898,25.959,6.8836,20.076,1.6614,31.062,14.222,24.188,1.304,20.031,2.2321,4.764,2.2573,0.025593,0.98048,0.12425,54.235,43.585
226,0.98311,3624.9,4349.9,8.2369,26.865,42.274,2665.5,75.072,120.42,0.33307,80.445,50.479,2590.0,26.073,50.498,3074.9,23.83,72.108,389.11,327.04,95.169,76.718,30.97,8.8933,25.83,6.8589,19.983,1.652,30.843,14.241,23.689,1.3508,20.271,2.2835,4.8144,2.342,0.025593,0.98048,0.12425,54.235,43.585
227,0.98405,3646.8,4350.0,8.2898,26.968,42.233,2660.7,73.512,120.4,0.33945,80.472,51.848,2586.4,25.539,48.992,3072.3,23.779,72.332,389.05,326.51,95.144,76.537,30.97,8.8933,25.83,6.8589,19.983,1.652,30.843,14.241,23.689,1.3508,20.271,2.2835,4.8144,2.342,0.025593,0.98048,0.12425,54.235,43.585
228,0.98422,3634.1,4336.9,8.4009,26.963,42.093,2660.3,75.697,120.44,0.34343,80.742,51.005,2586.1,25.553,50.768,3070.2,23.688,72.547,386.71,327.29,94.898,76.772,30.727,9.1618,25.326,7.067,20.657,1.7014,31.091,14.141,23.449,1.3716,20.352,2.2868,4.8335,2.2791,0.025593,0.98048,0.12425,54.235,43.585
229,0.98098,3659.4,4358.0,8.3284,27.112,41.993,2658.3,75.044,120.4,0.3429,80.74,49.644,2582.6,25.185,50.223,3067.6,22.728,72.688,386.32,327.05,95.142,76.229,30.727,9.1618,25.326,7.067,20.657,1.7014,31.091,14.141,23.449,1.3716,20.352,2.2868,4.8335,2.2791,0.025593,0.98048,0.12425,54.235,43.585
230,0.99831,3608.4,4216.1,8.4796,27.048,41.796,2652.4,74.509,120.42,0.33676,80.507,50.157,2577.9,25.301,50.317,3062.3,23.477,72.66,385.23,327.09,95.089,76.46,31.31,9.1701,25.001,6.9859,19.941,1.7328,31.137,14.411,23.042,1.4794,20.487,2.3057,4.9186,2.296,0.017635,0.92651,0.085771,53.533,43.879
231,0.99931,3583.5,4281.8,8.4395,26.409,42.14,2653.6,74.29,120.41,0.33584,80.751,49.825,2579.6,24.553,49.82,3061.8,25.094,72.666,385.79,328.6,95.185,76.978,31.31,9.1701,25.001,6.9859,19.941,1.7328,31.137,14.411,23.042,1.4794,20.487,2.3057,4.9186,2.296,0.017635,0.92651,0.085771,53.533,43.879
232,0.95778,3598.8,4357.9,8.4316,27.127,42.281,2652.0,74.386,120.38,0.36851,80.838,50.139,2577.3,25.724,52.151,3060.5,23.054,72.717,386.48,328.92,95.1,77.231,31.225,9.1985,25.122,6.9757,20.281,1.6986,31.379,14.309,22.856,1.2252,20.517,2.3499,4.9349,2.3335,0.017635,0.92651,0.085771,53.533,43.879
233,0.95445,3606.1,4311.7,8.4815,27.268,42.38,2654.2,74.411,120.42,0.37045,81.023,50.922,2579.5,24.567,49.594,3060.9,23.321,72.739,385.39,330.26,95.122,77.24,31.225,9.1985,25.122,6.9757,20.281,1.6986,31.379,14.309,22.856,1.2252,20.517,2.3499,4.9349,2.3335,0.017635,0.92651,0.085771,53.533,43.879
234,0.97161,3624.6,4237.1,8.6684,26.733,42.502,2652.3,74.583,120.38,0.35978,80.955,52.176,2578.3,26.291,49.305,3060.2,23.106,72.783,383.6,331.08,94.962,77.125,32.533,9.1774,24.901,7.106,19.623,1.7234,31.668,14.27,22.0,1.3749,20.546,2.3982,5.0384,2.461,0.017635,0.92651,0.085771,53.533,43.879
235,0.9732,3618.1,4249.4,8.6917,27.008,42.333,2654.6,73.774,120.44,0.36275,81.072,49.251,2580.8,24.974,49.201,3060.7,23.466,72.799,386.41,332.22,95.055,77.437,32.533,9.1774,24.901,7.106,19.623,1.7234,31.668,14.27,22.0,1.3749,20.546,2.3982,5.0384,2.461,0.022269,0.90439,0.097399,53.676,44.278
236,0.84846,3562.7,4338.8,8.7084,26.851,42.494,2652.1,73.143,120.39,0.35695,80.989,49.526,2577.9,25.88,49.779,3057.7,23.082,72.808,384.14,332.88,95.009,76.905,31.903,9.2098,25.188,7.0033,19.816,1.6783,32.38,14.237,21.872,1.3083,20.801,2.3651,4.939,2.3782,0.022269,0.90439,0.097399,53.676,44.278
237,0.84907,3523.1,4310.2,8.6754,26.853,42.003,2652.8,73.504,120.41,0.35899,81.067,49.637,2579.9,25.461,50.084,3057.0,22.091,72.831,384.23,334.19,95.109,77.228,31.903,9.2098,25.188,7.0033,19.816,1.6783,32.38,14.237,21.872,1.3083,20.801,2.3651,4.939,2.3782,0.022269,0.90439,0.097399,53.676,44.278
238,0.90906,3568.4,4281.7,8.806,27.23,42.43,2654.0,72.964,120.41,0.36004,80.985,50.909,2580.8,26.976,51.342,3059.4,24.12,72.786,383.76,334.11,94.989,77.471,31.965,9.2294,24.505,6.8138,19.776,1.7373,32.691,14.254,21.525,1.5156,20.128,2.3615,5.0242,2.4228,0.022269,0.90439,0.097399,53.676,44.278
239,0.9097,3599.3,4325.5,8.8906,26.952,42.231,2658.0,72.858,120.39,0.35935,81.034,50.288,2584.2,27.129,49.392,3062.5,23.248,72.755,386.08,334.85,94.909,77.502,31.965,9.2294,24.505,6.8138,19.776,1.7373,32.691,14.254,21.525,1.5156,20.128,2.3615,5.0242,2.4228,0.022269,0.90439,0.097399,53.676,44.278
240,0.90785,3652.3,4287.8,8.9064,26.862,42.357,2660.4,72.95,120.43,0.36659,80.96,52.034,2587.3,26.819,50.992,3064.1,22.695,72.713,384.06,336.57,94.767,77.331,32.117,9.2941,24.864,6.7295,20.013,1.7494,33.217,14.136,21.4,1.3521,19.912,2.3284,5.0905,2.3747,0.024962,0.84167,0.092364,53.832,44.605
241,0.90799,3641.1,4297.1,8.9665,26.556,42.385,2662.5,73.516,120.41,0.36589,80.862,49.554,2589.4,25.192,49.271,3064.8,22.912,72.703,386.05,337.85,94.587,77.031,32.117,9.2941,24.864,6.7295,20.013,1.7494,33.217,14.136,21.4,1.3521,19.912,2.3284,5.0905,2.3747,0.024962,0.84167,0.092364,53.832,44.605
242,0.89438,3656.8,4284.6,8.8863,26.941,42.753,2664.8,73.158,120.46,0.35484,80.81,49.23,2593.3,24.329,50.458,3065.5,22.733,72.612,387.36,338.96,94.62,77.622,32.529,9.164,24.505,6.8276,19.593,1.7775,33.122,14.06,21.635,1.3601,20.088,2.3776,5.0216,2.3983,0.024962,0.84167,0.092364,53.832,44.605
